Unnamed: 0,label,text,text1,text2
76,3,pimco hit fund settlement pimco mutual fund group agreed pay settle fraud charges involving improper rapid dealing mutual fund shares securities exchange commission monday,pimco fund fund settlement pimco Funds management scheme defendants pay settle fraud charges involving improper rapid dealing mutual fund shares securities exchange commission says,pimco hit fund holdings pimco mutual fund group management pay in fraud charges including improper rapid dealing mutual fund shares securities settlement rules monday
77,3,oil price week decline speculation price crude oil dropped percent week biggest weekly decline april,oil price week decline speculation price crude Brent dropped on week biggest monthly losses april,oil price week decline speculation price down growth one percent week biggest weekly decline april
78,3,cox brings voip service cities october pm pt zdnet survey professionals august wired amp wireless top month row,cox 2017 voip survey from the pm pt zdnet survey — august wired amp wireless top month row,cox brings voip to cities october pm pt to survey professionals take wired amp from top gear row
79,3,gains sale gas stake dutch government billion bought total control pipeline built tackle gas shortages uk energy prices soaring esso,gains m gas stake by government have bought total control pipeline built t gas shortages uk gas prices soaring esso,gains sale rates stake dutch 4 billion and total control pipeline built tackle gas shortages uk energy agency and esso
80,3,paxil maker post unfavorable test drugmaker glaxosmithkline agreed thursday settle charges misrepresented unfavorable data effectiveness safety top selling anti,paxil to post unfavorable test showing glaxosmithkline on thursday settle it misrepresented unfavorable statistical effectiveness at top selling anti,weapon maker lost in test drugmaker glaxosmithkline is on settle for misrepresented price data effectiveness safety top selling list
81,3,sales making grade retailers michigan delighted students returned classroom school sales generated kind dollars projected,sales making grade defense who said students returned at school sales generated kind dollars projected,sales making to retailers michigan delighted students returned classroom and sales generated kind is projected
82,3,biogen elan ms drug approval san francisco cbs mw shares elan corp biogen idec rose premarket trade wednesday food drug administration approved companies multiple sclerosis drug tysabri,biogen elan ms seeks approval san francisco cbs mw corp elan corp biogen pl won premarket share wednesday saying health administration approved companies multiple sclerosis drug in,group ltd ms drug service san rafael cbs mw shares elan corp biogen idec rose premarket trade royal state drug administration other companies multiple sclerosis drug control
83,3,google share price surprises shares google internet search engine sold stock public august surged percent profit doubled company online advertising sales signs slowing,google index price surprises as google internet search stock sold stock gains august surged percent profit doubled company online advertising sales signs improved,prices share price surprises shares google internet search engine sold return rate august surged percent rate of company online advertising sales signs slowing
84,3,overhauls public stock offering rules washington reuters securities exchange commission voted tuesday propose sweeping changes companies offer stock including eliminating called pre offer quiet period large companies,overhauls public stock offering rules it reuters securities competition commission saying tuesday the rules changes companies offer stock including eliminating called pre offer quiet by large shareholders,overhauls public stock offering rules washington reuters financial exchange commission voted upon with sweeping changes placed in stock including eliminating unnecessary pre offer quiet period large companies
85,3,china bank advisor retracts statement treasurys central bank adviser quoted government cut holdings treasurys backtracked friday speculation helped push euro time peak,china bank advisor nervous at treasurys central bank adviser quoted to cut holdings treasurys backtracked rally and helped push euro toward fall,china bank advisor retracts statement treasurys central bank adviser quoted government cut on treasurys that friday 2016 helped affect euro treaty a
86,3,good google google initial public stock offering talk unusual auction missteps company executives produced desirable outcome stock fairly priced share shares generated reasonable,good google google initial public stock offering talk possible auction missteps from executives produced desirable outcome more better priced share shares generated the,good quality shares initial public stock offering following unusual auction missteps company executives seek desirable outcome stock fairly as share shares generated reasonable
87,3,nikkei rises midday tokyo reuters gains banks exporters helped lift tokyo nikkei average percent midday tuesday fall crude oil prices rebound stocks led buyers pick shares hit sharp losses,nikkei recovers after tokyo reuters gains oil exporters shares lift tokyo nikkei picked up midday tuesday fall crude oil prices rebound stocks led as Japan shares had sharp losses,pay rises new tokyo reuters gains in exporters helped lift tokyo nikkei average for midday tuesday morning crude oil sold rebound stocks led buyers pick shares hit risk losses
88,3,paso plans write billion restatements houston paso corp nation largest natural gas pipeline company yesterday write oil gas properties billion reduce shareholder equity billion reflect accounting revisions natural gas hedges,paso wants two billion restatements houston paso tax nation Mexican natural gas pipeline owner plans write oil gas properties billion including shareholder equity billion reflect accounting of natural gas hedges,these plans expand or restatements houston paso corp but largest natural gas pipeline company yesterday write oil gas properties billion reduce shareholder writes billion reflect accounting revisions accounting science hedges
89,3,oracle unveils peoplesoft board candidates oracle revealed identities people nominate board peoplesoft pushes ahead efforts control company,oracle unveils 39 board candidates oracle revealed 29 people under board peoplesoft pushes ahead for control issues,oracle unveils top board candidates oracle revealed the green nominate board peoplesoft pushes ahead club by company
